,Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care,available beds,County labels,Facility Label,Beds Required('Predicted')
59666,2013-01-01,Orange,106301317.0,SADDLEBACK MEMORIAL MEDICAL CENTER,General Acute Care,Intensive Care,11315.0,469.0,5712.0,1675,7747.0,85,613,7747.000000000002
59680,2013-01-01,Orange,106301325.0,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,General Acute Care,Intensive Care,2555.0,98.0,1183.0,341,1811.0,85,615,1810.9999999999993
59694,2013-01-01,Orange,106301337.0,MISSION HOSPITAL LAGUNA BEACH,General Acute Care,Intensive Care,3650.0,96.0,761.0,209,3194.0,85,504,3194.0
59708,2013-01-01,Orange,106301340.0,ST. JOSEPH HOSPITAL - ORANGE,General Acute Care,Intensive Care,7828.0,487.0,6459.0,1710,3566.0,85,727,3565.9999999999995
59722,2013-01-01,Orange,106301342.0,ST. JUDE MEDICAL CENTER,General Acute Care,Intensive Care,18980.0,1215.0,12851.0,3733,11077.0,85,731,11077.000000000002
59736,2013-01-01,Orange,106301357.0,NEWPORT SPECIALTY HOSPITAL,General Acute Care,Intensive Care,5475.0,26.0,591.0,31,4941.0,85,525,4941.000000000002
59750,2013-01-01,Orange,106301379.0,WEST ANAHEIM MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,126.0,1550.0,334,2560.0,85,851,2559.9999999999995
59764,2013-01-01,Orange,106301380.0,KINDRED HOSPITAL WESTMINSTER,General Acute Care,Intensive Care,5840.0,141.0,5245.0,488,1224.0,85,408,1223.9999999999993
59778,2013-01-01,Orange,106301566.0,WESTERN MEDICAL CENTER - SANTA ANA,General Acute Care,Intensive Care,15330.0,495.0,7878.0,340,8287.0,85,854,8287.000000000005
59792,2013-01-01,Orange,106301781.0,FAIRVIEW DEVELOPMENTAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,208,-1.8189894035458565e-12
59806,2013-01-01,Orange,106304039.0,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,216,-1.8189894035458565e-12
59820,2013-01-01,Orange,106304045.0,HOAG HOSPITAL IRVINE,General Acute Care,Intensive Care,4380.0,200.0,2206.0,839,3213.0,85,267,3212.9999999999995
59834,2013-01-01,Orange,106304079.0,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,259,-1.8189894035458565e-12
59848,2013-01-01,Orange,106304113.0,CHILDRENS HOSPITAL AT MISSION,General Acute Care,Intensive Care,2920.0,190.0,604.0,77,2583.0,85,91,2582.9999999999995
59862,2013-01-01,Orange,106304159.0,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,255,-1.8189894035458565e-12
59876,2013-01-01,Orange,106304306.0,KAISER FND HOSP - ORANGE COUNTY - IRVINE,General Acute Care,Intensive Care,7300.0,125.0,2270.0,540,5695.0,85,306,5695.000000000002
59890,2013-01-01,Orange,106304409.0,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,General Acute Care,Intensive Care,14600.0,180.0,3883.0,1085,11982.0,85,305,11982.000000000005
59904,2013-01-01,Orange,106304460.0,HOAG ORTHOPEDIC INSTITUTE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,85,269,-1.8189894035458565e-12
59918,2013-01-01,Placer,106310791.0,SUTTER AUBURN FAITH HOSPITAL,General Acute Care,Intensive Care,1460.0,140.0,1284.0,436,752.0,86,750,751.9999999999983
59932,2013-01-01,Placer,106311000.0,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,806.0,7456.0,2575,4685.0,86,764,4684.999999999999
59946,2013-01-01,Placer,106314024.0,KAISER FND HOSP - ROSEVILLE,General Acute Care,Intensive Care,10950.0,348.0,4079.0,2083,9302.0,86,314,9302.000000000002
59960,2013-01-01,Placer,106314029.0,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,86,779,-1.8189894035458565e-12
59974,2013-01-01,Plumas,106320859.0,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,187,-1.8189894035458565e-12
59988,2013-01-01,Plumas,106320986.0,PLUMAS DISTRICT HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,570,-1.8189894035458565e-12
60001,2013-01-01,Plumas,106321016.0,SENECA HEALTHCARE DISTRICT,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,87,660,-1.8189894035458565e-12
60015,2013-01-01,Riverside,106330120.0,"BETTY FORD CENTER AT EISENHOWER, THE",General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,54,-1.8189894035458565e-12
60029,2013-01-01,Riverside,106331145.0,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,142,-1.8189894035458565e-12
60043,2013-01-01,Riverside,106331152.0,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care,Intensive Care,6570.0,447.0,3325.0,679,4371.0,88,143,4371.000000000001
60057,2013-01-01,Riverside,106331164.0,DESERT REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,8395.0,583.0,8244.0,1029,1763.0,88,163,1762.9999999999993
60071,2013-01-01,Riverside,106331168.0,EISENHOWER MEDICAL CENTER,General Acute Care,Intensive Care,23360.0,236.0,4700.0,1187,20083.0,88,189,20083.000000000007
60085,2013-01-01,Riverside,106331194.0,HEMET VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,401.0,5086.0,412,2297.0,88,261,2297.0
60099,2013-01-01,Riverside,106331216.0,JOHN F KENNEDY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,5840.0,347.0,3214.0,841,3814.0,88,281,3814.0
60113,2013-01-01,Riverside,106331226.0,VISTA BEHAVIORAL HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,844,-1.8189894035458565e-12
60127,2013-01-01,Riverside,106331288.0,PALO VERDE HOSPITAL,General Acute Care,Intensive Care,1460.0,62.0,177.0,0,1345.0,88,556,1344.999999999999
60141,2013-01-01,Riverside,106331293.0,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,180.0,3632.0,409,1702.0,88,561,1701.999999999999
60155,2013-01-01,Riverside,106331312.0,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,8030.0,373.0,7597.0,2096,2902.0,88,605,2901.999999999999
60169,2013-01-01,Riverside,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care,Intensive Care,4640.0,296.0,1330.0,569,4175.0,88,624,4175.0
60183,2013-01-01,Riverside,106332172.0,KINDRED HOSPITAL RIVERSIDE,General Acute Care,Intensive Care,2920.0,75.0,2435.0,727,1287.0,88,406,1286.9999999999984
60197,2013-01-01,Riverside,106334001.0,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,General Acute Care,Intensive Care,6570.0,284.0,4488.0,1012,3378.0,88,712,3378.0000000000005
60211,2013-01-01,Riverside,106334018.0,MENIFEE VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,170.0,1530.0,172,1002.0,88,481,1001.9999999999987
60225,2013-01-01,Riverside,106334025.0,KAISER FND HOSP - RIVERSIDE,General Acute Care,Intensive Care,4015.0,216.0,2764.0,554,2021.0,88,313,2020.9999999999995
60239,2013-01-01,Riverside,106334048.0,KAISER FND HOSPITAL - MORENO VALLEY,General Acute Care,Intensive Care,1825.0,372.0,1997.0,422,622.0,88,336,621.9999999999984
60253,2013-01-01,Riverside,106334068.0,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,General Acute Care,Intensive Care,2555.0,380.0,1990.0,559,1504.0,88,711,1503.9999999999989
60267,2013-01-01,Riverside,106334457.0,OASIS PSYCHIATRIC HEALTH FACILITY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,88,536,-1.8189894035458565e-12
60281,2013-01-01,Riverside,106334487.0,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,643.0,11484.0,2030,7249.0,88,607,7249.000000000003
60295,2013-01-01,Riverside,106334564.0,TEMECULA VALLEY HOSPITAL,General Acute Care,Intensive Care,1680.0,32.0,265.0,5,1452.0,88,786,1451.999999999999
60309,2013-01-01,Riverside,106334589.0,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,General Acute Care,Intensive Care,4380.0,207.0,3515.0,803,1875.0,88,440,1874.9999999999989
60323,2013-01-01,Sacramento,106340913.0,KAISER FND HOSP - SACRAMENTO,General Acute Care,Intensive Care,9125.0,365.0,7998.0,2563,4055.0,89,315,4054.9999999999986
60337,2013-01-01,Sacramento,106340947.0,MERCY GENERAL HOSPITAL,General Acute Care,Intensive Care,9490.0,312.0,10340.0,2730,2192.0,89,483,2191.9999999999977
60351,2013-01-01,Sacramento,106340950.0,MERCY SAN JUAN HOSPITAL,General Acute Care,Intensive Care,16425.0,1084.0,12660.0,2921,7770.0,89,493,7770.000000000002
60365,2013-01-01,Sacramento,106340951.0,METHODIST HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,3650.0,319.0,4958.0,1145,156.0,89,496,155.99999999999767
60379,2013-01-01,Sacramento,106341006.0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care,Intensive Care,43070.0,1689.0,27469.0,1741,19031.0,89,822,19031.000000000015
60393,2013-01-01,Sacramento,106341051.0,SUTTER GENERAL HOSPITAL,General Acute Care,Intensive Care,8760.0,440.0,6181.0,1737,4756.0,89,755,4756.0
60407,2013-01-01,Sacramento,106341052.0,SUTTER MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,233.0,5540.0,1214,4667.0,89,763,4667.000000000001
60421,2013-01-01,Sacramento,106342344.0,KAISER FND HOSP - SOUTH SACRAMENTO,General Acute Care,Intensive Care,10950.0,344.0,5199.0,1881,7976.0,89,327,7976.000000000002
60435,2013-01-01,Sacramento,106342392.0,SIERRA VISTA HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,89,688,-1.8189894035458565e-12
60449,2013-01-01,Sacramento,106344011.0,SACRAMENTO MENTAL HEALTH TREATMENT CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,89,612,-1.8189894035458565e-12
60464,2013-01-01,Sacramento,106344017.0,SUTTER CENTER FOR PSYCHIATRY,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,89,751,-1.8189894035458565e-12
60478,2013-01-01,Sacramento,106344021.0,HERITAGE OAKS HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,89,264,-1.8189894035458565e-12
60490,2013-01-01,Sacramento,106344029.0,MERCY HOSPITAL - FOLSOM,General Acute Care,Intensive Care,2920.0,231.0,1909.0,506,1748.0,89,485,1747.9999999999989
60504,2013-01-01,Sacramento,106344035.0,VIBRA HOSPITAL OF SACRAMENTO,General Acute Care,Intensive Care,2190.0,33.0,2150.0,125,198.0,89,840,197.99999999999852
60518,2013-01-01,Sacramento,106344114.0,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,General Acute Care,Intensive Care,2650.0,0.0,0.0,0,2650.0,89,683,2650.0
60532,2013-01-01,Sacramento,106344170.0,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,89,148,-1.8189894035458565e-12
60546,2013-01-01,Sacramento,106344188.0,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,89,150,-1.8189894035458565e-12
60560,2013-01-01,San Benito,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,238.0,1216.0,209,2151.0,90,250,2150.9999999999995
60574,2013-01-01,San Bernardino,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,52,-1.8189894035458565e-12
60588,2013-01-01,San Bernardino,106361144.0,CHINO VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,295.0,1598.0,301,4108.0,91,98,4108.000000000001
60602,2013-01-01,San Bernardino,106361166.0,MONTCLAIR HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,239.0,1624.0,266,1801.0,91,511,1800.999999999999
60616,2013-01-01,San Bernardino,106361223.0,KAISER FND HOSP - FONTANA,General Acute Care,Intensive Care,28790.0,363.0,7644.0,2052,23561.0,91,293,23561.000000000015
60630,2013-01-01,San Bernardino,106361245.0,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,General Acute Care,Intensive Care,2920.0,46.0,947.0,309,2328.0,91,430,2327.9999999999995
60644,2013-01-01,San Bernardino,106361246.0,LOMA LINDA UNIVERSITY MEDICAL CENTER,General Acute Care,Intensive Care,68985.0,4088.0,47041.0,6336,32368.0,91,438,32368.000000000015
60658,2013-01-01,San Bernardino,106361266.0,MOUNTAINS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,516,-1.8189894035458565e-12
60672,2013-01-01,San Bernardino,106361274.0,KINDRED HOSPITAL ONTARIO,General Acute Care,Intensive Care,2555.0,152.0,1289.0,141,1559.0,91,404,1558.9999999999993
60686,2013-01-01,San Bernardino,106361308.0,REDLANDS COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,161.0,3379.0,710,1872.0,91,595,1871.9999999999989
60700,2013-01-01,San Bernardino,106361318.0,SAN ANTONIO COMMUNITY HOSPITAL,General Acute Care,Intensive Care,4380.0,314.0,3572.0,956,2078.0,91,617,2077.9999999999986
60714,2013-01-01,San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,211.0,3135.0,666,1757.0,91,127,1756.999999999999
60728,2013-01-01,San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,708.0,12360.0,3259,1462.0,91,714,1461.9999999999982
60742,2013-01-01,San Bernardino,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY,General Acute Care,Intensive Care,7300.0,524.0,6750.0,1388,2462.0,91,736,2461.999999999999
60756,2013-01-01,San Bernardino,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,69.0,1962.0,232,1989.0,91,843,1988.9999999999993
60770,2013-01-01,San Bernardino,106361458.0,COLORADO RIVER MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,117,-1.8189894035458565e-12
60784,2013-01-01,San Bernardino,106361768.0,PATTON STATE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,563,-1.8189894035458565e-12
60798,2013-01-01,San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,132.0,870.0,258,980.0,91,265,979.9999999999986
60812,2013-01-01,San Bernardino,106364014.0,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,432,-1.8189894035458565e-12
60826,2013-01-01,San Bernardino,106364050.0,CANYON RIDGE HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,72,-1.8189894035458565e-12
60840,2013-01-01,San Bernardino,106364121.0,BALLARD REHABILITATION HOSP,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,46,-1.8189894035458565e-12
60854,2013-01-01,San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,6570.0,319.0,3426.0,849,4312.0,91,164,4312.000000000001
60868,2013-01-01,San Bernardino,106364188.0,KINDRED HOSPITAL RANCHO,General Acute Care,Intensive Care,2920.0,87.0,2572.0,241,676.0,91,405,675.9999999999987
60882,2013-01-01,San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1581.0,8058.0,1611,12654.0,91,32,12654.000000000005
60896,2013-01-01,San Bernardino,106364265.0,KAISER ONTARIO MEDICAL CENTER CAMPUS,General Acute Care,Intensive Care,7300.0,165.0,3422.0,850,4893.0,91,375,4893.000000000001
60910,2013-01-01,San Bernardino,106364268.0,LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,General Acute Care,Intensive Care,1460.0,1.0,28.0,0,1433.0,91,437,1432.999999999999
60924,2013-01-01,San Bernardino,106364430.0,BARSTOW COMMUNITY HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,91,50,-1.8189894035458565e-12
60938,2013-01-01,San Diego,106370652.0,ALVARADO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6570.0,220.0,4029.0,1480,4241.0,92,21,4241.0
60952,2013-01-01,San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,695.0,7423.0,1492,3524.0,92,656,3523.9999999999995
60966,2013-01-01,San Diego,106370673.0,RADY CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,19710.0,1400.0,13510.0,0,7600.0,92,592,7600.000000000006
60980,2013-01-01,San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,49.0,366.0,113,891.0,92,669,890.9999999999986
60994,2013-01-01,San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,18250.0,710.0,12966.0,3630,9624.0,92,674,9624.000000000002
61008,2013-01-01,San Diego,106370695.0,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,672,-1.8189894035458565e-12
61022,2013-01-01,San Diego,106370705.0,FALLBROOK HOSPITAL DISTRICT,General Acute Care,Intensive Care,1460.0,37.0,391.0,53,1159.0,92,209,1158.9999999999989
61036,2013-01-01,San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,25550.0,643.0,12087.0,3100,17206.0,92,247,17206.000000000007
61050,2013-01-01,San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,34.0,1929.0,100,1125.0,92,395,1124.999999999999
61064,2013-01-01,San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,351.0,4802.0,1223,5532.0,92,318,5532.000000000001
61078,2013-01-01,San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,411.0,7443.0,1760,2758.0,92,655,2757.9999999999995
61092,2013-01-01,San Diego,106370745.0,SHARP MESA VISTA HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,675,-1.8189894035458565e-12
61106,2013-01-01,San Diego,106370749.0,ALVARADO PARKWAY INSTITUTE B.H.S.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,23,-1.8189894035458565e-12
61120,2013-01-01,San Diego,106370755.0,PALOMAR HEALTH DOWNTOWN CAMPUS,General Acute Care,Intensive Care,7665.0,0.0,0.0,0,7665.0,92,557,7665.000000000004
61134,2013-01-01,San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,218.0,2753.0,612,1727.0,92,559,1726.999999999999
61148,2013-01-01,San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,460.0,8078.0,1738,4705.0,92,654,4705.000000000001
61162,2013-01-01,San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,188.0,2863.0,865,3300.0,92,798,3300.0
61176,2013-01-01,San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,1301.0,9961.0,2136,5156.0,92,821,5156.0
61190,2013-01-01,San Diego,106370787.0,PROMISE HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,1825.0,69.0,1416.0,0,478.0,92,579,477.9999999999987
61204,2013-01-01,San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,511.0,9259.0,1963,8180.0,92,667,8180.000000000002
61218,2013-01-01,San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,197.0,2642.0,1321,3256.0,92,571,3255.999999999999
61232,2013-01-01,San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,208.0,3062.0,1399,2925.0,92,652,2924.9999999999986
61246,2013-01-01,San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,4380.0,404.0,3481.0,487,1790.0,92,653,1789.999999999999
61260,2013-01-01,San Diego,106374024.0,AURORA SAN DIEGO,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,41,-1.8189894035458565e-12
61274,2013-01-01,San Diego,106374049.0,SHARP MCDONALD CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,673,-1.8189894035458565e-12
61288,2013-01-01,San Diego,106374055.0,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,619,-1.8189894035458565e-12
61302,2013-01-01,San Diego,106374063.0,ALVARADO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,92,21,-1.8189894035458565e-12
61316,2013-01-01,San Diego,106374094.0,VIBRA HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,2190.0,0.0,0.0,0,2190.0,92,841,2189.9999999999995
61330,2013-01-01,San Diego,106374141.0,"UCSD-La Jolla, John M/Sally B Thornton Hosp AND Sulpi",General Acute Care,Intensive Care,4380.0,416.0,4133.0,888,1551.0,92,812,1550.9999999999986
61344,2013-01-01,San Diego,106374382.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,601.0,10066.0,5000,4295.0,92,558,4294.999999999996
61358,2013-01-01,San Francisco,106380777.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,General Acute Care,Intensive Care,2920.0,238.0,1126.0,327,2359.0,93,65,2358.9999999999995
61372,2013-01-01,San Francisco,106380826.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,93,64,-1.8189894035458565e-12
61386,2013-01-01,San Francisco,106380842.0,JEWISH HOME,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,93,279,-1.8189894035458565e-12
61400,2013-01-01,San Francisco,106380857.0,KAISER FND HOSP - SAN FRANCISCO,General Acute Care,Intensive Care,11680.0,529.0,6651.0,2468,8026.0,93,319,8026.000000000001
61414,2013-01-01,San Francisco,106380865.0,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,93,417,-1.8189894035458565e-12
61428,2013-01-01,San Francisco,106380868.0,LANGLEY PORTER PSYCHIATRIC INSTITUTE,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,93,420,-1.8189894035458565e-12
61442,2013-01-01,San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,72.0,845.0,157,1939.0,93,815,1938.9999999999995
61456,2013-01-01,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,226.0,6086.0,3017,7742.0,93,69,7742.000000000001
61470,2013-01-01,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,77.0,2176.0,875,1696.0,93,67,1695.9999999999986
61484,2013-01-01,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,437.0,9006.0,1841,1302.0,93,622,1301.9999999999986
61498,2013-01-01,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,265.0,4702.0,1011,224.0,93,717,223.99999999999784
61512,2013-01-01,San Francisco,106380964.0,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,General Acute Care,Intensive Care,3650.0,151.0,1460.0,414,2755.0,93,71,2754.9999999999995
61526,2013-01-01,San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,139.0,2912.0,892,11624.0,93,739,11624.000000000005
61540,2013-01-01,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,31390.0,597.0,22610.0,2666,12043.0,93,813,12043.000000000007
61554,2013-01-01,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,52.0,1012.0,33,898.0,93,97,897.9999999999989
61568,2013-01-01,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,226.0,2549.0,343,2400.0,94,155,2400.0
61582,2013-01-01,San Joaquin,106390922.0,LODI MEMORIAL HOSPITAL - WEST,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,94,428,-1.8189894035458565e-12
61596,2013-01-01,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,165.0,2756.0,784,1843.0,94,427,1842.9999999999989
61610,2013-01-01,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,222.0,3683.0,867,3246.0,94,627,3245.9999999999995
61624,2013-01-01,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,7300.0,331.0,4975.0,1493,4149.0,94,730,4149.0
61638,2013-01-01,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,199.0,1584.0,312,1847.0,94,768,1846.999999999999
61652,2013-01-01,San Joaquin,106392232.0,ST. JOSEPHS BEHAVIORAL HEALTH CENTER,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,94,728,-1.8189894035458565e-12
61667,2013-01-01,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,158.0,1657.0,440,1861.0,94,166,1860.999999999999
61681,2013-01-01,San Joaquin,106394003.0,SAN JOAQUIN COUNTY P.H.F.,General Acute Care,Intensive Care,0.0,0.0,0.0,0,0.0,94,626,-1.8189894035458565e-12
61695,2013-01-01,San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,197.0,1123.0,209,1473.0,94,333,1472.9999999999989
61709,2013-01-01,San Luis Obispo,106400466.0,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",General Acute Care,Intensive Care,1472.0,110.0,817.0,150,915.0,95,466,914.9999999999986
61723,2013-01-01,San Luis Obispo,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,3934.0,235.0,2021.0,268,2416.0,95,221,2416.0
